Nom Boutique;Catégorie Boutique;Produit;Description Produit
Dolce vita;restaurant;Concombre;Légume croquant, souvent utilisé dans les salades.
Dolce vita;restaurant;Laitue;Feuilles vertes utilisées pour préparer des salades.
Dolce vita;restaurant;Chou;Légume rond à feuilles vertes ou blanches.
Dolce vita;restaurant;Radis;Légume racine croquant et piquant.
Dolce vita;restaurant;Choux-fleurs;Légume blanc en forme de fleur, riche en vitamines.
Dolce vita;restaurant;Pommes de terre;Légume racine, base de nombreux plats.
Dolce vita;restaurant;Patates douces;Tubercule sucré à chair orange, riche en fibres.
Dolce vita;restaurant;Haricots verts;Légume en gousses vertes, tendre et croquant.
Dolce vita;restaurant;Poireaux;Légume long et vert, utilisé dans les soupes et potages.
Dolce vita;restaurant;Banane;Fruit tropical allongé à chair douce et sucrée.
Dolce vita;restaurant;Orange;Agrume juteux, riche en vitamine C.
Dolce vita;restaurant;Mangue;Fruit tropical à chair sucrée et parfumée.
Dolce vita;restaurant;Ananas;Fruit tropical à peau dure et chair juteuse.
Dolce vita;restaurant;Papaye;Fruit tropical doux et orangé.
Dolce vita;restaurant;Citron;Agrume acide, souvent utilisé en jus ou pour assaisonner.
Dolce vita;restaurant;Pêche;Fruit à chair douce, juteuse et peau duveteuse.
Dolce vita;restaurant;Prune;Petit fruit rond à peau lisse, doux ou acidulé.
Dolce vita;restaurant;Fraises;Petits fruits rouges sucrés et parfumés.
Dolce vita;restaurant;Pastèque;Gros fruit à chair rouge, très rafraîchissant.
Dolce vita;restaurant;Melon;Fruit rond et sucré, souvent consommé en été.
Dolce vita;restaurant;Grenade;Fruit à graines juteuses et légèrement acidulées.
Dolce vita;restaurant;Noix de coco;Fruit tropical à chair blanche et coque dure.
Dolce vita;restaurant;Litchi;Petit fruit tropical à chair blanche sucrée.
Dolce vita;restaurant;Poires;Fruit doux et juteux en forme de poire.
Dolce vita;restaurant;Pommes;Fruit croquant, sucré ou acidulé.
Dolce vita;restaurant;Raisins;Petits fruits en grappes, utilisés pour le vin ou en dessert.
Dolce vita;restaurant;Figues;Fruits sucrés et charnus avec une peau fine.
Dolce vita;restaurant;Abricots;Fruits orangés, doux et juteux.
Dolce vita;restaurant;Glace;Dessert froid et sucré à base de crème ou de lait.
Dolce vita;restaurant;Pizza;Plat italien composé d'une pâte garnie de sauce tomate, fromage et divers ingrédients.
Dolce vita;restaurant;Shawarma;Plat de viande grillée enroulée dans un pain plat.
Dolce vita;restaurant;Eru;Plat africain à base de feuilles d'eru et de viande ou poisson fumé.
Dolce vita;restaurant;Dolet;Plat africain à base de pâte de maïs ou de manioc.
Dolce vita;restaurant;Riz;Céréale souvent utilisée comme base de plats.
Dolce vita;restaurant;Soupe;Plat liquide chaud à base de légumes, viandes ou bouillon.
Dolce vita;restaurant;Salade;Plat composé de légumes crus, souvent assaisonné.
Dolce vita;restaurant;Poulet rôti;Poulet cuit au four ou à la broche.
Dolce vita;restaurant;Bœuf grillé;Viande de bœuf cuite sur un grill.
Dolce vita;restaurant;Poisson grillé;Poisson cuit au grill ou au feu.
Dolce vita;restaurant;Crevettes;Fruits de mer consommés grillés, frits ou en sauce.
Dolce vita;restaurant;Couscous;Plat d'origine nord-africaine à base de semoule.
Dolce vita;restaurant;Spaghetti;Pâtes longues originaires d'Italie.
Dolce vita;restaurant;Lasagnes;Plats italiens composés de couches de pâtes, viande et sauce béchamel.
Dolce vita;restaurant;Paella;Plat espagnol à base de riz, fruits de mer et légumes.
Dolce vita;restaurant;Brochettes;Morceaux de viande ou légumes enfilés sur des bâtons et grillés.
Dolce vita;restaurant;Frites;Pommes de terre coupées et frites dans l'huile.
Dolce vita;restaurant;Purée;Pommes de terre cuites et écrasées avec du beurre et du lait.
Dolce vita;restaurant;Légumes sautés;Légumes cuits rapidement dans une poêle.
Dolce vita;restaurant;Ratatouille;Plat provençal à base de légumes mijotés.
Dolce vita;restaurant;Quiche;Tarte salée garnie d'œufs, crème et autres ingrédients.
Dolce vita;restaurant;Sandwich;Pain garni de divers ingrédients.
Dolce vita;restaurant;Burger;Sandwich chaud garni de viande, fromage et légumes.
Dolce vita;restaurant;Omelette;Plat à base d'œufs battus cuits à la poêle.
Dolce vita;restaurant;Croque-monsieur;Sandwich chaud au jambon et fromage.
Dolce vita;restaurant;Sushis;Spécialités japonaises à base de riz et de poisson cru.
Dolce vita;restaurant;Tacos;Plat mexicain composé de tortillas garnies.
Dolce vita;restaurant;Wraps;Galettes roulées garnies de légumes ou viande.
Dolce vita;restaurant;Risotto;Plat italien crémeux à base de riz.
Dolce vita;restaurant;Nems;Rouleaux frits garnis de légumes ou viande.
Dolce vita;restaurant;Raviolis;Pâtes farcies originaires d'Italie.
Dolce vita;restaurant;Gnocchis;Petites pâtes italiennes à base de pommes de terre.
Dolce vita;restaurant;Chili con carne;Plat épicé à base de viande hachée et haricots rouges.
Dolce vita;restaurant;Saucisses;Préparation de viande hachée dans un boyau.
Dolce vita;restaurant;Ragoût;Plat mijoté avec viande, légumes et sauce.
Dolce vita;restaurant;Tapas;Petites portions d'origine espagnole servies en apéritif.
Dolce vita;restaurant;Fondue;Plat consistant à faire fondre du fromage ou du chocolat.
Dolce vita;restaurant;Raclette;Plat à base de fromage fondu accompagné de pommes de terre et charcuterie.
Dolce vita;restaurant;Laptop;Ordinateur portable compact conçu pour un usage mobile.
Dolce vita;restaurant;Téléphone;Appareil de communication permettant les appels, messages et autres fonctionnalités multimédias.
Dolce vita;restaurant;Chargeur;Dispositif utilisé pour recharger la batterie d'un appareil électronique.
Dolce vita;restaurant;Clé USB;Périphérique de stockage portable utilisé pour transférer des fichiers.
Dolce vita;restaurant;Télécommande;Dispositif permettant de contrôler à distance des appareils électroniques.
Dolce vita;restaurant;Air pod;Écouteurs sans fil produits par Apple.
Dolce vita;restaurant;Écouteur;Petit dispositif audio porté dans les oreilles pour écouter des sons ou de la musique.
Dolce vita;restaurant;Souris;Dispositif de pointage pour contrôler le curseur d'un ordinateur.
Dolce vita;restaurant;Baffle;Appareil qui amplifie et diffuse le son.
Dolce vita;restaurant;Imprimante;Appareil permettant d'imprimer des documents et des images sur papier.
Dolce vita;restaurant;Photocopieuse;Machine permettant de reproduire des copies d'un document.
Dolce vita;restaurant;Disques durs externes;Périphériques de stockage externes pour sauvegarder des fichiers.
Dolce vita;restaurant;SSD;Disque de stockage rapide utilisant la mémoire flash pour améliorer les performances.
Dolce vita;restaurant;Claviers;Périphérique d'entrée utilisé pour taper des caractères et des commandes sur un ordinateur.
Dolce vita;restaurant;Tapis de souris;Surface lisse utilisée pour améliorer le déplacement de la souris.
Dolce vita;restaurant;Moniteurs;Écrans utilisés pour afficher les informations d'un ordinateur.
Dolce vita;restaurant;Onduleurs;Appareils permettant de fournir une alimentation de secours en cas de coupure électrique.
Dolce vita;restaurant;Adaptateurs HDMI/VGA/USB;Dispositifs convertissant les signaux vidéo ou de connexion entre différents ports.
Dolce vita;restaurant;Batteries pour ordinateurs;Sources d'énergie portables pour alimenter un ordinateur portable.
Dolce vita;restaurant;Projecteurs;Appareils permettant de projeter des images ou des vidéos sur une surface.
Dolce vita;restaurant;Caméras web;Périphériques permettant la capture vidéo pour les appels et enregistrements.
Dolce vita;restaurant;Microphones;Appareils servant à capter et amplifier le son.
Dolce vita;restaurant;Haut-parleurs Bluetooth;Dispositifs sans fil permettant de diffuser du son via Bluetooth.
Dolce vita;restaurant;Routeurs Wi-Fi;Appareils fournissant un réseau Internet sans fil aux appareils connectés.
Dolce vita;restaurant;Switch Ethernet;Appareil réseau permettant de connecter plusieurs périphériques via des câbles Ethernet.
Dolce vita;restaurant;Câbles Ethernet;Câbles servant à connecter des appareils pour la transmission de données réseau.
Dolce vita;restaurant;Cartouches d'encre;Réservoirs contenant de l'encre pour imprimantes.
Dolce vita;restaurant;Toners;Poudres utilisées dans les imprimantes laser pour imprimer des documents.
Dolce vita;restaurant;Supports pour ordinateurs;Accessoires permettant de surélever ou positionner un ordinateur.
Dolce vita;restaurant;Stations d'accueil;Dispositifs permettant de connecter plusieurs périphériques à un ordinateur portable.
Dolce vita;restaurant;Clé HDMI;Appareil permettant de diffuser du contenu sur un écran via un port HDMI.
Dolce vita;restaurant;Scanner;Appareil qui numérise des documents pour les transformer en fichiers numériques.
Dolce vita;restaurant;Tablette graphique;Outil permettant de dessiner ou écrire numériquement.
Dolce vita;restaurant;Écran tactile;Écran réagissant au toucher pour interagir directement avec un appareil.
Dolce vita;restaurant;Hub USB;Dispositif permettant d'étendre le nombre de ports USB disponibles.
Dolce vita;restaurant;Adaptateur Wi-Fi;Accessoire permettant d'ajouter une connexion sans fil à un appareil.
Dolce vita;restaurant;Carte mère;Circuit imprimé central qui relie tous les composants d'un ordinateur.
Dolce vita;restaurant;Processeur;Unité centrale de traitement qui exécute les commandes d'un ordinateur.
Dolce vita;restaurant;RAM;Mémoire vive utilisée pour stocker temporairement les données en cours de traitement.
Dolce vita;restaurant;Carte graphique;Composant responsable de l'affichage et du traitement des graphiques.
Dolce vita;restaurant;Alimentation;Unité fournissant l'énergie nécessaire pour alimenter les composants d'un ordinateur.
Dolce vita;restaurant;Boîtier PC;Enveloppe contenant les composants internes d'un ordinateur.
Dolce vita;restaurant;Ventilateur;Dispositif permettant de refroidir les composants électroniques.
Dolce vita;restaurant;Lecteur de cartes SD;Appareil permettant de lire ou écrire sur des cartes mémoire SD.
Dolce vita;restaurant;Batterie externe;Dispositif portable permettant de recharger des appareils électroniques.
Dolce vita;restaurant;Chargeur solaire;Chargeur utilisant l'énergie solaire pour recharger des appareils.
Dolce vita;restaurant;Support de téléphone;Accessoire permettant de maintenir un téléphone en position fixe.
Dolce vita;restaurant;Station de charge sans fil;Dispositif permettant de recharger les appareils compatibles sans câble.
Dolce vita;restaurant;Adaptateur secteur;Accessoire permettant de brancher un appareil électronique sur une prise électrique.
Dolce vita;restaurant;Convertisseur USB;Dispositif permettant de convertir un port USB pour d'autres usages ou types de connecteurs.
Dolce vita;restaurant;Pain;Produit de boulangerie à base de farine, d'eau, de levure et de sel.
Dolce vita;restaurant;Croissants;Viennoiseries en forme de croissant, fabriquées avec de la pâte feuilletée et du beurre.
Dolce vita;restaurant;Gâteaux;Desserts sucrés composés de farine, sucre, œufs et autres ingrédients.
Dolce vita;restaurant;Baguettes;Pain français allongé et croustillant.
Dolce vita;restaurant;Pains spéciaux;Variétés de pains réalisés avec des farines différentes ou enrichis d'ingrédients.
Dolce vita;restaurant;Pain complet;Pain préparé avec de la farine complète, riche en fibres.
Dolce vita;restaurant;Pain de mie;Pain moelleux, souvent utilisé pour les sandwichs.
Dolce vita;restaurant;Brioche;Pain sucré et léger, enrichi en beurre et en œufs.
Dolce vita;restaurant;Pain au chocolat;Viennoiserie rectangulaire garnie de chocolat.
Dolce vita;restaurant;Chaussons aux pommes;Viennoiseries garnies de compote de pommes.
Dolce vita;restaurant;Beignets;Pâte frite souvent sucrée et parfois garnie.
Dolce vita;restaurant;Donuts;Beignets en forme d'anneau, souvent glacés ou garnis.
Dolce vita;restaurant;Éclairs;Pâtisseries allongées garnies de crème pâtissière et nappées de glaçage.
Dolce vita;restaurant;Tartes;Desserts constitués d'une pâte garnie de fruits ou de crème.
Dolce vita;restaurant;Torsades;Viennoiseries feuilletées en forme torsadée.
Dolce vita;restaurant;Madeleines;Petits gâteaux moelleux en forme de coquillage.
Dolce vita;restaurant;Financiers;Petits gâteaux à base d'amandes.
Dolce vita;restaurant;Macarons;Petits biscuits ronds croquants à l'extérieur, garnis de crème.
Dolce vita;restaurant;Muffins;Petits gâteaux individuels, souvent garnis de pépites de chocolat ou de fruits.
Dolce vita;restaurant;Brownies;Gâteaux au chocolat fondants coupés en carrés.
Dolce vita;restaurant;Cookies;Biscuits ronds et croquants, souvent garnis de pépites de chocolat.
Dolce vita;restaurant;Meringues;Desserts à base de blancs d'œufs et de sucre, cuits au four.
Dolce vita;restaurant;Tiramisu;Dessert italien composé de mascarpone, café et biscuits imbibés.
Dolce vita;restaurant;Mille-feuilles;Pâtisserie feuilletée garnie de crème pâtissière.
Dolce vita;restaurant;Crêpes;Pâtes fines cuites à la poêle, sucrées ou salées.
Dolce vita;restaurant;Galettes des rois;Pâtisserie traditionnelle composée de pâte feuilletée et de frangipane.
Dolce vita;restaurant;Choux à la crème;Petits choux garnis de crème pâtissière.
Dolce vita;restaurant;Religieuses;Pâtisseries composées de deux choux superposés et garnis de crème.
Dolce vita;restaurant;Viennoiseries;Ensemble de produits de boulangerie sucrés (croissants, pains au chocolat, etc.).
Dolce vita;restaurant;Flans pâtissiers;Desserts à base de pâte brisée garnie de crème aux œufs.
Dolce vita;restaurant;Cakes;Gâteaux moelleux souvent agrémentés de fruits ou de chocolat.
Dolce vita;restaurant;Pains aux raisins;Viennoiseries roulées garnies de raisins secs et de crème.
Dolce vita;restaurant;Pains pita;Pains plats originaires du Moyen-Orient.
Dolce vita;restaurant;Bagels;Pains en forme d'anneau souvent garnis pour des sandwichs.
Dolce vita;restaurant;Kouglofs;Brioches alsaciennes en forme de couronne.
Dolce vita;restaurant;Gaufres;Pâtisseries croustillantes cuites dans un moule à alvéoles.
Dolce vita;restaurant;Chocolatines;Synonyme régional de pain au chocolat.
Dolce vita;restaurant;Pastels de nata;Tartelettes portugaises garnies de crème pâtissière.
Dolce vita;restaurant;Brioches tressées;Brioche en forme de tresse.
Dolce vita;restaurant;Panettones;Brioches italiennes garnies de fruits secs.
Dolce vita;restaurant;Tartes aux fruits;Tartes garnies de fruits frais.
Dolce vita;restaurant;Roulés à la cannelle;Pâtisseries roulées garnies de cannelle et de sucre.
Dolce vita;restaurant;Biscuits sablés;Petits biscuits friables à base de farine, beurre et sucre.
Dolce vita;restaurant;Épices;Ingrédients utilisés pour assaisonner ou parfumer les plats.
Dolce vita;restaurant;Jus;Boissons obtenues à partir de fruits pressés.
Dolce vita;restaurant;Jus naturels;Boissons sans additifs, à base de fruits frais.
Dolce vita;restaurant;Vinaigre;Liquide acide utilisé pour assaisonner ou conserver.
Dolce vita;restaurant;Miel;Substance sucrée produite par les abeilles.
Dolce vita;restaurant;Beurre de cacahuète;Pâte obtenue à partir de cacahuètes broyées.
Dolce vita;restaurant;Pâte d'amande;Mélange sucré d'amandes et de sucre.
Dolce vita;restaurant;Flocons d'avoine;Céréales complètes souvent consommées au petit-déjeuner.
Dolce vita;restaurant;Céréales;Graines ou préparations pour le petit-déjeuner.
Dolce vita;restaurant;Confiture;Préparation sucrée de fruits cuits et de sucre.
Dolce vita;restaurant;Sauce soja;Condiment salé d'origine asiatique.
Dolce vita;restaurant;Huile d'olive;Huile extraite des olives, utilisée en cuisine.
Dolce vita;restaurant;Mayonnaise;Sauce crémeuse à base d'œufs, d'huile et de moutarde.
Dolce vita;restaurant;Moutarde;Condiment épicé à base de graines de moutarde.
Dolce vita;restaurant;Sauce tomate;Sauce à base de tomates cuisinées.
Dolce vita;restaurant;Légumineuses (lentilles, pois chiches);Graines comestibles riches en protéines végétales.
Dolce vita;restaurant;Chocolat;Produit à base de cacao, souvent sucré.
Dolce vita;restaurant;Bonbons;Friandises sucrées aux saveurs variées.
Dolce vita;restaurant;Chips;Tranches de pommes de terre frites et salées.
Dolce vita;restaurant;Biscuits;Petits gâteaux secs souvent sucrés.
Dolce vita;restaurant;Pâtes à tartiner;Préparation sucrée à étaler sur du pain ou des crêpes.
Papeterie louis torbey sarl;Fourniture scolaire;Cahier;Carnet utilisé pour écrire ou prendre des notes.
Papeterie louis torbey sarl;Fourniture scolaire;Livre;Ouvrage contenant du texte et des illustrations pour lire ou apprendre.
Papeterie louis torbey sarl;Fourniture scolaire;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Papeterie louis torbey sarl;Fourniture scolaire;Crayon;Outil d'écriture ou de dessin, souvent en graphite ou en bois.
Papeterie louis torbey sarl;Fourniture scolaire;Bic;Stylo à bille pour écrire.
Papeterie louis torbey sarl;Fourniture scolaire;Stylo;Instrument d'écriture contenant de l'encre.
Papeterie louis torbey sarl;Fourniture scolaire;Couleur;Crayons ou feutres utilisés pour dessiner ou colorier.
Papeterie louis torbey sarl;Fourniture scolaire;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Papeterie louis torbey sarl;Fourniture scolaire;Feutre;Outil de dessin avec une pointe en fibre imbibée d'encre.
Papeterie louis torbey sarl;Fourniture scolaire;Format;Taille ou dimensions d'une feuille ou d'un support papier.
Papeterie louis torbey sarl;Fourniture scolaire;Ardoise;Surface réutilisable pour écrire, souvent utilisée à l'école.
Papeterie louis torbey sarl;Fourniture scolaire;Tableau;Surface verticale pour écrire ou dessiner, souvent utilisée en classe.
Place yaounde;supermarche;Cahier;Carnet utilisé pour écrire ou prendre des notes.
Place yaounde;supermarche;Livre;Ouvrage contenant du texte et des illustrations pour lire ou apprendre.
Place yaounde;supermarche;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Place yaounde;supermarche;Crayon;Outil d'écriture ou de dessin, souvent en graphite ou en bois.
Place yaounde;supermarche;Bic;Stylo à bille pour écrire.
Place yaounde;supermarche;Stylo;Instrument d'écriture contenant de l'encre.
Place yaounde;supermarche;Couleur;Crayons ou feutres utilisés pour dessiner ou colorier.
Place yaounde;supermarche;Sac de classe;Sac utilisé pour transporter les fournitures scolaires.
Place yaounde;supermarche;Feutre;Outil de dessin avec une pointe en fibre imbibée d'encre.
Place yaounde;supermarche;Format;Taille ou dimensions d'une feuille ou d'un support papier.
Place yaounde;supermarche;Ardoise;Surface réutilisable pour écrire, souvent utilisée à l'école.
Place yaounde;supermarche;Tableau;Surface verticale pour écrire ou dessiner, souvent utilisée en classe.
Place yaounde;supermarche;Laptop;Ordinateur portable compact conçu pour un usage mobile.
Place yaounde;supermarche;Chargeur;Dispositif utilisé pour recharger la batterie d'un appareil électronique.
Place yaounde;supermarche;Chargeur solaire;Chargeur utilisant l'énergie solaire pour recharger des appareils.
Place yaounde;supermarche;Air pod;Écouteurs sans fil produits par Apple.
Place yaounde;supermarche;Paracétamol;Médicament utilisé pour réduire la fièvre et soulager la douleur légère à modérée.
Place yaounde;supermarche;Ibuprofène;Anti-inflammatoire non stéroïdien (AINS) utilisé pour traiter la douleur, l'inflammation et la fièvre.
Place yaounde;supermarche;Aspirine;Médicament analgésique, antipyrétique et anti-inflammatoire, également utilisé pour fluidifier le sang.
Place yaounde;supermarche;Antihistaminiques;Médicaments utilisés pour traiter les allergies en bloquant l'action de l'histamine.
Place yaounde;supermarche;Sirop pour la toux;Solution médicamenteuse destinée à soulager la toux sèche ou grasse.
Place yaounde;supermarche;Thermomètre;Dispositif utilisé pour mesurer la température corporelle.
Place yaounde;supermarche;Pansements;Matériaux utilisés pour protéger les plaies et favoriser leur cicatrisation.
Place yaounde;supermarche;Compresses stériles;Tissus propres et stériles utilisés pour nettoyer ou couvrir une plaie.
Place yaounde;supermarche;Bandages;Bande de tissu utilisée pour maintenir un pansement ou immobiliser une blessure.
Place yaounde;supermarche;Désinfectant;Produit utilisé pour éliminer les micro-organismes et désinfecter une surface ou une plaie.
Place yaounde;supermarche;Antiseptique;Substance appliquée sur la peau pour prévenir ou traiter une infection.
Place yaounde;supermarche;Alcool à 70°;Solution d'éthanol à 70% utilisée pour désinfecter la peau ou le matériel médical.
Place yaounde;supermarche;Vitamines;Composés organiques essentiels nécessaires au bon fonctionnement du corps.
Place yaounde;supermarche;Compléments alimentaires;Produits contenant des nutriments pour compléter l'alimentation.
Place yaounde;supermarche;Crème hydratante;Produit cosmétique qui aide à maintenir l'hydratation de la peau.
Place yaounde;supermarche;Crème solaire;Produit appliqué sur la peau pour la protéger des rayons UV du soleil.
Place yaounde;supermarche;Crème pour le visage;Produit cosmétique hydratant ou traitant spécifiquement pour la peau du visage.
Place yaounde;supermarche;Crème pour les mains;Produit hydratant conçu pour adoucir et protéger les mains.
Place yaounde;supermarche;Gel antibactérien;Solution en gel utilisée pour désinfecter les mains sans eau.
Place yaounde;supermarche;Baume à lèvres;Produit utilisé pour hydrater et protéger les lèvres sèches ou gercées.
Place yaounde;supermarche;Gel pour les muscles;Produit appliqué localement pour soulager les douleurs musculaires.
Place yaounde;supermarche;Gel contre les piqûres d'insectes;Produit qui calme les démangeaisons et irritations causées par les piqûres.
Place yaounde;supermarche;Déodorant;Produit utilisé pour réduire les odeurs corporelles en contrôlant la transpiration.
Place yaounde;supermarche;Savon antiseptique;Savon conçu pour éliminer les bactéries et désinfecter la peau.
Place yaounde;supermarche;Lotion capillaire;Produit appliqué sur les cheveux ou le cuir chevelu pour traiter des problèmes capillaires.
Place yaounde;supermarche;Shampoing antipelliculaire;Shampoing formulé pour traiter et prévenir les pellicules.
Place yaounde;supermarche;Crème anti-âge;Produit conçu pour ralentir les signes visibles du vieillissement cutané.
Place yaounde;supermarche;Pommade cicatrisante;Crème qui aide à la réparation des plaies ou des cicatrices.
Place yaounde;supermarche;Poudre de talc;Poudre absorbante utilisée pour réduire l'humidité et apaiser la peau.
Place yaounde;supermarche;Lotion pour le corps;Produit hydratant appliqué pour nourrir et adoucir la peau.
Place yaounde;supermarche;Sérum hydratant;Solution concentrée pour hydrater en profondeur la peau.
Place yaounde;supermarche;Gels pour les yeux;Produits appliqués pour hydrater ou apaiser le contour des yeux.
Place yaounde;supermarche;Collyres;Gouttes oculaires utilisées pour traiter des irritations ou infections des yeux.
Place yaounde;supermarche;Lunettes de lecture;Lunettes conçues pour corriger la vision de près.
Place yaounde;supermarche;Lentilles de contact;Dispositifs optiques placés sur l'œil pour corriger la vision.
Place yaounde;supermarche;Solution pour lentilles;Liquide utilisé pour nettoyer et conserver les lentilles de contact.
Place yaounde;supermarche;Crème pour les éruptions cutanées;Produit utilisé pour apaiser et traiter les irritations cutanées.
Place yaounde;supermarche;Lotion pour les pieds;Produit hydratant spécialement conçu pour la peau des pieds.
Place yaounde;supermarche;Crème antifongique;Produit destiné à traiter les infections fongiques de la peau.
Place yaounde;supermarche;Crème contre les brûlures;Produit qui apaise et soigne les brûlures légères.
Place yaounde;supermarche;Désinfectant pour les mains;Produit pour désinfecter les mains en l'absence de savon et d'eau.
Place yaounde;supermarche;Sérum physiologique;Solution saline utilisée pour nettoyer les yeux, le nez ou les plaies.
Place yaounde;supermarche;Solution de rinçage buccal;Liquide utilisé pour l'hygiène buccale et réduire les bactéries.
Place yaounde;supermarche;Brosses à dents;Outil utilisé pour nettoyer les dents et les gencives.
Place yaounde;supermarche;Dentifrice;Pâte ou gel utilisé avec une brosse à dents pour nettoyer les dents.
Place yaounde;supermarche;Fil dentaire;Fil fin utilisé pour enlever les débris alimentaires entre les dents.
Place yaounde;supermarche;Coton-tiges;Petit bâtonnet avec du coton aux extrémités pour l'hygiène ou le maquillage.
Place yaounde;supermarche;Ciseaux pour ongles;Outils utilisés pour couper les ongles des mains ou des pieds.
Place yaounde;supermarche;Coupe-ongles;Accessoire utilisé pour tailler les ongles.
Place yaounde;supermarche;Crème pour les hémorroïdes;Produit destiné à apaiser et traiter les symptômes des hémorroïdes.
Place yaounde;supermarche;Médicaments pour les allergies;Traitements pour réduire ou éliminer les réactions allergiques.
Place yaounde;supermarche;Médicaments contre la grippe;Médicaments visant à traiter les symptômes de la grippe.
Place yaounde;supermarche;Médicaments contre le rhume;Traitements pour soulager les symptômes du rhume.
Place yaounde;supermarche;Médicaments contre les nausées;Médicaments pour prévenir ou traiter les nausées et vomissements.
Place yaounde;supermarche;Médicaments contre les maux de tête;Traitements pour soulager les céphalées.
Place yaounde;supermarche;Médicaments pour l'indigestion;Traitements pour faciliter la digestion ou réduire les brûlures d'estomac.
Place yaounde;supermarche;Médicaments contre la diarrhée;Produits pour stopper ou réduire les diarrhées.
Place yaounde;supermarche;Médicaments contre la constipation;Traitements pour faciliter le transit intestinal.
Place yaounde;supermarche;Médicaments pour les douleurs menstruelles;Antalgiques pour soulager les douleurs pendant les menstruations.
Place yaounde;supermarche;Médicaments contre les douleurs musculaires;Produits pour soulager les douleurs ou crampes musculaires.
Place yaounde;supermarche;Médicaments pour les douleurs articulaires;Traitements pour apaiser les douleurs dans les articulations.
Place yaounde;supermarche;Oxygène en bouteille;Oxygène stocké sous pression pour usage médical.
Place yaounde;supermarche;Tensiomètre;Dispositif pour mesurer la pression artérielle.
Place yaounde;supermarche;Gants médicaux;Gants utilisés pour protéger contre les contaminations médicales.
Place yaounde;supermarche;Masques chirurgicaux;Masques jetables pour limiter la propagation des infections.
Place yaounde;supermarche;Compresses froides;Poches froides pour réduire l'inflammation ou la douleur.
Place yaounde;supermarche;Compresses chaudes;Poches chaudes utilisées pour détendre les muscles ou soulager la douleur.
Place yaounde;supermarche;Crème contre l'acné;Traitement pour réduire et prévenir les boutons d'acné.
Place yaounde;supermarche;Antiviraux;Médicaments pour traiter ou prévenir les infections virales.
Place yaounde;supermarche;Médicaments pour la tension artérielle;Traitements pour réguler ou abaisser la pression artérielle.
Place yaounde;supermarche;Médicaments pour la digestion;Produits qui facilitent la digestion et soulagent les troubles gastro-intestinaux.
Place yaounde;supermarche;Body bébé;Sous-vêtement une pièce pour bébé, couvrant le haut du corps et fermant entre les jambes.
Place yaounde;supermarche;Pyjama bébé;Vêtement confortable pour dormir, couvrant tout le corps du bébé.
Place yaounde;supermarche;Chaussettes bébé;Petits vêtements pour protéger et garder au chaud les pieds du bébé.
Place yaounde;supermarche;Bonnet bébé;Couvre-chef utilisé pour garder la tête du bébé au chaud.
Place yaounde;supermarche;Gants bébé;Petits gants pour protéger les mains du bébé du froid.
Place yaounde;supermarche;Bavoir;Accessoire placé autour du cou pour protéger les vêtements pendant les repas.
Place yaounde;supermarche;Tétine;Objet en silicone ou caoutchouc que le bébé suce pour se calmer.
Place yaounde;supermarche;Couches;Articles absorbants portés par les bébés pour retenir l'urine et les selles.
Place yaounde;supermarche;Couverture;Pièce de tissu utilisée pour couvrir et réchauffer le bébé.
Place yaounde;supermarche;Gigoteuse;Sac de couchage pour bébé qui permet de dormir en toute sécurité.
Place yaounde;supermarche;Draps de lit bébé;Ensemble de linge destiné au matelas d'un lit pour bébé.
Place yaounde;supermarche;Couverture en laine;Couverture chaude fabriquée en laine pour protéger du froid.
Place yaounde;supermarche;Pyjama en coton;Vêtement de nuit doux en coton pour assurer le confort du bébé.
Place yaounde;supermarche;Ensemble de naissance;Vêtements et accessoires spécialement conçus pour les nouveau-nés.
Place yaounde;supermarche;Robe de naissance;Petite robe conçue pour être portée par les bébés à la naissance.
Place yaounde;supermarche;Ensemble bébé;Lot de vêtements assortis pour habiller un bébé.
Place yaounde;supermarche;Salopette bébé;Vêtement composé d'un pantalon avec des bretelles pour bébé.
Place yaounde;supermarche;Pantalon bébé;Bas de vêtement destiné aux bébés.
Place yaounde;supermarche;Vêtements en laine pour bébé;Vêtements fabriqués en laine pour tenir les bébés au chaud.
Place yaounde;supermarche;Moufles bébé;Petits gants sans séparation pour protéger les mains du bébé.
Place yaounde;supermarche;Pantalon en coton;Bas confortable en coton adapté pour les bébés.
Place yaounde;supermarche;Cache-couche;Sous-vêtement bébé qui s'attache entre les jambes.
Place yaounde;supermarche;Poussette;Équipement roulant pour transporter un bébé lors de promenades.
Place yaounde;supermarche;Sac à langer;Sac conçu pour transporter les affaires du bébé, comme les couches et vêtements.
Place yaounde;supermarche;Cale-bébé;Accessoire utilisé pour maintenir le bébé dans une position sécurisée.
Place yaounde;supermarche;Berceau;Petit lit pour les nourrissons, souvent à bascule.
Place yaounde;supermarche;Lit bébé;Lit sécurisé conçu pour les bébés.
Place yaounde;supermarche;Transat bébé;Siège inclinable où le bébé peut se reposer ou jouer.
Place yaounde;supermarche;Siège-auto bébé;Siège de sécurité installé dans une voiture pour les bébés.
Place yaounde;supermarche;Tapis de jeu;Tapis doux conçu pour que les bébés puissent jouer en toute sécurité.
